22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,58,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,58,22,22,22,104,104,104,104,104,104,104,104,104,128,22,22,127,104,104,104,104,104,104,104,104,104,104,104,104,104,128,22,22,127,104,104,104,104,104,104,104,104,104,104,104,104,104,128,22,22
22,22,22,22,22,22,22,22,22,22,58,22,22,22,23,23,23,23,23,23,23,23,23,105,22,22,129,106,106,106,106,106,106,106,106,106,106,106,106,106,130,22,22,58,23,23,23,23,23,23,23,23,23,23,23,23,23,105,22,22
22,22,22,22,22,22,22,22,22,22,58,22,22,22,23,23,23,23,23,23,23,23,102,130,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,129,106,106,106,106,106,106,106,106,106,106,106,106,106,130,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,106,106,106,106,106,106,106,106,130,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,127,104,104,104,104,128,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,58,23,23,23,23,105,22,22,22,22,22,104,104,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,58,23,23,23,23,101,128,22,22,22,22,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,58,23,23,23,23,23,101,104,104,128,22,106,106,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,58,23,23,23,23,23,23,23,23,105,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,127,104,104,104,104,128,22,22
22,22,22,22,58,23,23,23,23,23,23,23,23,105,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,58,23,23,23,23,105,22,22
22,22,22,22,58,23,23,23,23,23,23,23,23,101,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,128,22,22,127,104,128,22,22,22,22,22,22,22,22,22,22,22,22,22,58,102,106,106,106,130,22,22
22,22,22,22,129,106,106,106,106,106,106,106,103,23,23,102,106,106,106,106,106,106,106,106,106,106,106,106,103,23,23,23,23,105,22,22,58,23,105,22,22,22,22,22,22,22,22,22,22,22,22,22,58,105,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,58,23,23,105,22,22,22,22,22,22,22,22,22,22,22,22,58,23,23,23,23,101,104,104,45,23,105,22,22,22,22,22,22,22,22,22,22,22,22,22,129,130,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,58,23,23,105,22,22,22,22,22,22,22,22,22,22,22,22,58,23,23,23,23,23,23,23,23,23,105,22,22,22,22,22,127,104,104,104,104,104,104,128,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,58,23,23,101,104,104,104,104,104,22,22,22,22,22,22,22,58,23,23,23,23,23,23,23,23,23,105,22,22,22,22,22,58,23,23,23,23,23,23,105,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,58,23,23,23,23,23,23,23,23,22,22,22,22,22,22,22,58,23,23,23,23,102,106,106,103,23,105,22,22,22,22,127,45,23,23,23,23,23,23,105,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,58,23,23,23,23,23,23,23,23,22,22,22,22,22,22,22,58,23,23,23,23,105,22,22,58,23,105,22,22,22,22,58,23,23,23,102,106,106,103,105,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,58,23,23,23,23,23,23,23,23,22,22,22,22,22,22,22,58,23,23,23,23,105,22,22,58,23,101,104,104,104,104,45,23,23,23,105,22,22,58,105,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,129,106,106,106,106,106,106,106,106,22,22,22,22,22,22,22,58,23,23,23,23,105,22,22,58,23,23,23,23,23,23,23,23,23,23,105,22,22,58,101,104,128,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,58,23,23,102,106,130,22,22,129,106,106,106,106,106,106,106,106,106,106,130,22,22,129,106,106,130,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,129,106,106,130,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
104,104,104,104,104,104,104,104,104,104,104,128,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
23,23,23,23,23,23,23,23,23,23,23,105,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
23,23,23,23,23,23,23,23,23,23,23,105,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
106,106,103,23,102,106,106,103,23,23,23,101,104,104,104,104,104,104,104,104,128,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,58,23,105,22,22,58,23,23,23,102,106,106,106,106,106,106,106,106,130,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,58,23,105,22,22,58,23,23,23,105,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,58,23,105,22,22,58,23,23,23,105,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,127,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,128,22,22,22,22,22
22,22,58,23,105,22,22,58,23,23,23,101,104,104,104,104,104,104,128,22,22,22,22,22,22,22,22,22,58,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,102,106,106,106,106,106,130,22,22,22,22,22
22,22,58,23,105,22,22,58,23,23,23,23,23,23,23,23,23,23,105,22,22,22,22,22,22,22,22,22,58,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,105,22,22,22,22,22,22,22,22,22,22,22
22,22,58,23,105,22,22,58,23,23,23,23,102,106,106,106,106,106,130,22,22,22,22,22,22,22,22,22,129,103,23,23,23,23,23,23,23,23,23,102,106,106,106,106,106,103,23,23,105,22,22,22,22,22,22,22,22,22,22,22
22,22,58,23,105,22,22,58,23,23,102,106,130,22,22,22,22,22,22,22,22,22,22,22,22,127,104,128,22,129,106,106,106,106,106,103,23,23,23,105,22,22,22,22,22,58,23,23,105,22,22,22,22,127,128,22,22,22,22,22
22,22,58,23,105,22,22,58,23,23,105,22,22,22,22,22,22,22,22,22,22,22,22,22,22,58,23,101,128,22,22,22,22,22,22,58,23,23,23,105,22,22,22,22,22,58,23,23,105,22,22,22,22,129,130,22,22,22,22,22
22,22,58,23,105,22,22,58,23,23,105,22,22,22,22,22,22,22,22,22,22,22,22,22,22,58,23,23,105,22,22,22,22,22,22,58,23,23,23,105,22,22,22,22,22,129,103,23,101,128,22,22,22,22,22,22,22,22,22,22
22,22,58,23,105,22,22,58,23,23,105,22,22,22,22,22,22,22,22,22,22,22,22,22,22,58,23,23,105,22,22,22,22,22,22,58,23,23,23,105,22,22,22,22,22,22,58,23,23,105,22,22,22,22,22,22,22,22,22,22
